* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
606, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
607, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
608, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
609, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
610, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
611, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
612, the_end, minecraft:end_barrens, MONSTER, minecraft:phantom, 10, 1, 3
613, the_end, minecraft:end_barrens, MONSTER, kaolinclayze:wiloger, 0, 0, 0
614, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
615, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:beast, 0, 0, 0
616, the_end, minecraft:end_highlands, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
617, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
618, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
619, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
620, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
621, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
622, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
623, the_end, minecraft:end_highlands, MONSTER, minecraft:phantom, 10, 1, 3
624, the_end, minecraft:end_highlands, MONSTER, kaolinclayze:wiloger, 0, 0, 0
625, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
626, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:beast, 0, 0, 0
627, the_end, minecraft:end_midlands, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
628, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
629, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
630, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
631, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
632, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
633, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
634, the_end, minecraft:end_midlands, MONSTER, minecraft:phantom, 10, 1, 3
635, the_end, minecraft:end_midlands, MONSTER, kaolinclayze:wiloger, 0, 0, 0
636, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
637, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
638, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
639, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
640, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
641, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
642, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
643, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
644, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:beast, 0, 0, 0
645, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:crawler, 50, 1, 2
646, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:direwolf, 80, 2, 4
647, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:equestrian, 20, 1, 1
648, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:faller, 50, 1, 2
649, badlands, minecraft:eroded_badlands, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
650, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:huntsman, 50, 1, 1
651, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
652, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
653, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
654, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
655, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
656, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
657, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:intruder, 50, 1, 2
658, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:meature, 20, 1, 5
659, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
660, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:slugger, 40, 1, 1
661, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:sprinter, 70, 1, 1
662, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:troll, 10, 1, 1
663, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
664, badlands, minecraft:eroded_badlands, MONSTER, enemyexpansion:vampire, 20, 1, 1
665, badlands, minecraft:eroded_badlands, MONSTER, kaolinclayze:wiloger, 0, 0, 0
666, badlands, minecraft:eroded_badlands, CREATURE, naturalist:vulture, 10, 3, 5
667, badlands, minecraft:eroded_badlands, CREATURE, ytech:aurochs, 10, 2, 6
668, badlands, minecraft:eroded_badlands, CREATURE, ytech:deer, 15, 4, 8
669, badlands, minecraft:eroded_badlands, CREATURE, ytech:fowl, 10, 2, 6
670, badlands, minecraft:eroded_badlands, CREATURE, ytech:mouflon, 10, 2, 6
671, badlands, minecraft:eroded_badlands, CREATURE, ytech:saber_tooth_tiger, 10, 1, 3
672, badlands, minecraft:eroded_badlands, CREATURE, ytech:woolly_mammoth, 10, 2, 6
673, badlands, minecraft:eroded_badlands, CREATURE, minecraft:pig, 15, 1, 1
674, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
675, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
676, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
677, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
678, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
679, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
680, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
681, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
682, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 5, 1, 4
683, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
684, forest, minecraft:flower_forest, MONSTER, kaolinclayze:beast, 0, 0, 0
685, forest, minecraft:flower_forest, MONSTER, enemyexpansion:crawler, 50, 1, 2
686, forest, minecraft:flower_forest, MONSTER, enemyexpansion:direwolf, 80, 2, 4
687, forest, minecraft:flower_forest, MONSTER, enemyexpansion:equestrian, 20, 1, 1
688, forest, minecraft:flower_forest, MONSTER, enemyexpansion:faller, 50, 1, 2
689, forest, minecraft:flower_forest, MONSTER, enemyexpansion:flutterfly, 10, 1, 1
690, forest, minecraft:flower_forest, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
691, forest, minecraft:flower_forest, MONSTER, enemyexpansion:goblin, 20, 1, 4
692, forest, minecraft:flower_forest, MONSTER, enemyexpansion:huntsman, 50, 1, 1
693, forest, minecraft:flower_forest, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
694, forest, minecraft:flower_forest, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
695, forest, minecraft:flower_forest, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
696, forest, minecraft:flower_forest, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
697, forest, minecraft:flower_forest, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
698, forest, minecraft:flower_forest, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
699, forest, minecraft:flower_forest, MONSTER, enemyexpansion:intruder, 50, 1, 2
700, forest, minecraft:flower_forest, MONSTER, enemyexpansion:meature, 20, 1, 5
701, forest, minecraft:flower_forest, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
702, forest, minecraft:flower_forest, MONSTER, enemyexpansion:slugger, 40, 1, 1
703, forest, minecraft:flower_forest, MONSTER, enemyexpansion:sprinter, 70, 1, 1
704, forest, minecraft:flower_forest, MONSTER, enemyexpansion:troll, 10, 1, 1
705, forest, minecraft:flower_forest, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
706, forest, minecraft:flower_forest, MONSTER, enemyexpansion:vampire, 20, 1, 1
707, forest, minecraft:flower_forest, MONSTER, enemyexpansion:wasp, 80, 1, 4
708, forest, minecraft:flower_forest, MONSTER, kaolinclayze:wiloger, 0, 0, 0
709, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
710, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
711, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 4, 4
712, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
713, forest, minecraft:flower_forest, CREATURE, naturalist:bear, 10, 1, 2
714, forest, minecraft:flower_forest, CREATURE, naturalist:boar, 10, 3, 4
715, forest, minecraft:flower_forest, CREATURE, naturalist:butterfly, 10, 3, 6
716, forest, minecraft:flower_forest, CREATURE, naturalist:cardinal, 10, 3, 4
717, forest, minecraft:flower_forest, CREATURE, naturalist:deer, 10, 3, 5
718, forest, minecraft:flower_forest, CREATURE, naturalist:finch, 10, 3, 4
719, forest, minecraft:flower_forest, CREATURE, minecraft:fox, 10, 1, 2
720, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
721, forest, minecraft:flower_forest, CREATURE, naturalist:lizard, 10, 1, 1
722, forest, minecraft:flower_forest, CREATURE, naturalist:robin, 10, 3, 4
723, forest, minecraft:flower_forest, CREATURE, naturalist:snail, 10, 2, 3
724, forest, minecraft:flower_forest, CREATURE, naturalist:snake, 10, 1, 1
725, forest, minecraft:flower_forest, CREATURE, ytech:aurochs, 10, 2, 6
726, forest, minecraft:flower_forest, CREATURE, ytech:deer, 15, 4, 8
727, forest, minecraft:flower_forest, CREATURE, ytech:fowl, 10, 2, 6
728, forest, minecraft:flower_forest, CREATURE, ytech:mouflon, 10, 2, 6
729, forest, minecraft:flower_forest, CREATURE, ytech:terror_bird, 10, 1, 2
730, forest, minecraft:flower_forest, CREATURE, ytech:wild_boar, 10, 2, 6
731, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
732, forest, minecraft:flower_forest, AMBIENT, naturalist:firefly, 10, 2, 4
733, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
734, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
735, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
736, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
737, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
738, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
739, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
740, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
741, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
742, forest, minecraft:forest, MONSTER, kaolinclayze:beast, 0, 0, 0
743, forest, minecraft:forest, MONSTER, enemyexpansion:crawler, 50, 1, 2
744, forest, minecraft:forest, MONSTER, enemyexpansion:direwolf, 80, 2, 4
745, forest, minecraft:forest, MONSTER, enemyexpansion:equestrian, 20, 1, 1
746, forest, minecraft:forest, MONSTER, enemyexpansion:faller, 50, 1, 2
747, forest, minecraft:forest, MONSTER, enemyexpansion:flutterfly, 10, 1, 1
748, forest, minecraft:forest, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
749, forest, minecraft:forest, MONSTER, enemyexpansion:goblin, 20, 1, 4
750, forest, minecraft:forest, MONSTER, enemyexpansion:huntsman, 50, 1, 1
751, forest, minecraft:forest, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
752, forest, minecraft:forest, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
753, forest, minecraft:forest, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
754, forest, minecraft:forest, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
755, forest, minecraft:forest, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
756, forest, minecraft:forest, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
757, forest, minecraft:forest, MONSTER, enemyexpansion:intruder, 50, 1, 2
758, forest, minecraft:forest, MONSTER, enemyexpansion:meature, 20, 1, 5
759, forest, minecraft:forest, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
760, forest, minecraft:forest, MONSTER, enemyexpansion:slugger, 40, 1, 1
761, forest, minecraft:forest, MONSTER, enemyexpansion:sprinter, 70, 1, 1
762, forest, minecraft:forest, MONSTER, enemyexpansion:troll, 10, 1, 1
763, forest, minecraft:forest, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
764, forest, minecraft:forest, MONSTER, enemyexpansion:vampire, 20, 1, 1
765, forest, minecraft:forest, MONSTER, enemyexpansion:wasp, 80, 1, 4
766, forest, minecraft:forest, MONSTER, kaolinclayze:wiloger, 0, 0, 0
767, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
768, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
769, forest, minecraft:forest, CREATURE, minecraft:cow, 10, 4, 4
770, forest, minecraft:forest, CREATURE, minecraft:wolf, 10, 4, 4
771, forest, minecraft:forest, CREATURE, naturalist:bear, 10, 1, 2
772, forest, minecraft:forest, CREATURE, naturalist:boar, 10, 3, 4
773, forest, minecraft:forest, CREATURE, naturalist:butterfly, 10, 3, 6
774, forest, minecraft:forest, CREATURE, naturalist:cardinal, 10, 3, 4
775, forest, minecraft:forest, CREATURE, naturalist:deer, 10, 3, 5
776, forest, minecraft:forest, CREATURE, naturalist:finch, 10, 3, 4
777, forest, minecraft:forest, CREATURE, minecraft:fox, 10, 1, 2
778, forest, minecraft:forest, CREATURE, minecraft:rabbit, 10, 2, 3
779, forest, minecraft:forest, CREATURE, naturalist:lizard, 10, 1, 1
780, forest, minecraft:forest, CREATURE, naturalist:robin, 10, 3, 4
781, forest, minecraft:forest, CREATURE, naturalist:snail, 10, 2, 3
782, forest, minecraft:forest, CREATURE, naturalist:snake, 10, 1, 1
783, forest, minecraft:forest, CREATURE, ytech:aurochs, 10, 2, 6
784, forest, minecraft:forest, CREATURE, ytech:deer, 15, 4, 8
785, forest, minecraft:forest, CREATURE, ytech:fowl, 10, 2, 6
786, forest, minecraft:forest, CREATURE, ytech:mouflon, 10, 2, 6
787, forest, minecraft:forest, CREATURE, ytech:terror_bird, 10, 1, 2
788, forest, minecraft:forest, CREATURE, ytech:wild_boar, 10, 2, 6
789, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
790, forest, minecraft:forest, AMBIENT, naturalist:firefly, 10, 2, 4
791, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
792, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:spider, 80, 4, 4
793, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:zombie, 80, 4, 4
794, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
795, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:stray, 80, 4, 4
796, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:skeleton, 80, 4, 4
797, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:creeper, 80, 4, 4
798, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:enderman, 5, 1, 4
799, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:witch, 5, 1, 1
800, none, yungscavebiomes:frosted_caves, MONSTER, yungscavebiomes:ice_cube, 80, 2, 4
801, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:beast, 0, 0, 0
802, none, yungscavebiomes:frosted_caves, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
803, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
804, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
805, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
806, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
807, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
808, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
809, none, yungscavebiomes:frosted_caves, MONSTER, kaolinclayze:wiloger, 0, 0, 0
810, none, yungscavebiomes:frosted_caves, CREATURE, naturalist:snail, 10, 2, 3
811, none, yungscavebiomes:frosted_caves, AMBIENT, minecraft:bat, 10, 8, 8
812, none, yungscavebiomes:frosted_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
813, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
814, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
815, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
816, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
817, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
818, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
819, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
820, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
821, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
822, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
823, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:crawler, 50, 1, 2
824, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:direwolf, 80, 2, 4
825, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:equestrian, 20, 1, 1
826, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:faller, 50, 1, 2
827, ocean, minecraft:frozen_ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
828, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:huntsman, 50, 1, 1
829, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
830, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
831, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
832, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
833, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
834, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
835, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:intruder, 50, 1, 2
836, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:meature, 20, 1, 5
837, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
838, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:slugger, 40, 1, 1
839, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:sprinter, 70, 1, 1
840, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:troll, 10, 1, 1
841, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
842, ocean, minecraft:frozen_ocean, MONSTER, enemyexpansion:vampire, 20, 1, 1
843, ocean, minecraft:frozen_ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
844, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
845, ocean, minecraft:frozen_ocean, CREATURE, naturalist:bluejay, 10, 3, 4
846, ocean, minecraft:frozen_ocean, CREATURE, minecraft:pig, 15, 1, 1
847, ocean, minecraft:frozen_ocean, CREATURE, minecraft:pig, 15, 1, 1
848, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
849, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
850, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
851, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
852, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
853, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
854, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
855, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
856, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
857, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
858, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
859, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
860, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:beast, 0, 0, 0
861, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:crawler, 50, 1, 2
862, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:direwolf, 80, 2, 4
863, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:equestrian, 20, 1, 1
864, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:faller, 50, 1, 2
865, extreme_hills, minecraft:frozen_peaks, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
866, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:huntsman, 50, 1, 1
867, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
868, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
869, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
870, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
871, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
872, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
873, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:intruder, 50, 1, 2
874, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:meature, 20, 1, 5
875, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
876, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:slugger, 40, 1, 1
877, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:sprinter, 70, 1, 1
878, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:troll, 10, 1, 1
879, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
880, extreme_hills, minecraft:frozen_peaks, MONSTER, enemyexpansion:vampire, 20, 1, 1
881, extreme_hills, minecraft:frozen_peaks, MONSTER, kaolinclayze:wiloger, 0, 0, 0
882, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
883, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:bluejay, 10, 3, 4
884, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:canary, 10, 3, 4
885, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:robin, 10, 3, 4
886, extreme_hills, minecraft:frozen_peaks, CREATURE, ytech:mouflon, 10, 2, 6
887, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:pig, 15, 1, 1
888, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
889, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
890, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
891, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
892, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
893, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
894, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
895, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
896, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
897, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
898, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
899, river, minecraft:frozen_river, MONSTER, kaolinclayze:beast, 0, 0, 0
900, river, minecraft:frozen_river, MONSTER, enemyexpansion:crawler, 50, 1, 2
901, river, minecraft:frozen_river, MONSTER, enemyexpansion:direwolf, 80, 2, 4
902, river, minecraft:frozen_river, MONSTER, enemyexpansion:equestrian, 20, 1, 1
903, river, minecraft:frozen_river, MONSTER, enemyexpansion:faller, 50, 1, 2
904, river, minecraft:frozen_river, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
905, river, minecraft:frozen_river, MONSTER, enemyexpansion:huntsman, 50, 1, 1
906, river, minecraft:frozen_river, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
907, river, minecraft:frozen_river, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
908, river, minecraft:frozen_river, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
909, river, minecraft:frozen_river, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
910, river, minecraft:frozen_river, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
911, river, minecraft:frozen_river, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
912, river, minecraft:frozen_river, MONSTER, enemyexpansion:intruder, 50, 1, 2
913, river, minecraft:frozen_river, MONSTER, enemyexpansion:meature, 20, 1, 5
914, river, minecraft:frozen_river, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
915, river, minecraft:frozen_river, MONSTER, enemyexpansion:slugger, 40, 1, 1
916, river, minecraft:frozen_river, MONSTER, enemyexpansion:sprinter, 70, 1, 1
917, river, minecraft:frozen_river, MONSTER, enemyexpansion:troll, 10, 1, 1
918, river, minecraft:frozen_river, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
919, river, minecraft:frozen_river, MONSTER, enemyexpansion:vampire, 20, 1, 1
920, river, minecraft:frozen_river, MONSTER, kaolinclayze:wiloger, 0, 0, 0
921, river, minecraft:frozen_river, CREATURE, naturalist:bluejay, 10, 3, 4
